Subject Description,Catalog Number,Class Number,Class Title,Class Section Number,Course Component Description,Academic Term Description,Class Academic Group Description,Meeting Start Time,Meeting End Time,Days,Building Code,Room,Enrollment Total
Mathematics,0220,10145,ANALYTC GEOMETRY & CALCULUS 1,1540,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,06:00 PM,07:15 PM,M W               ,BENDM,00G29,60
Mathematics,0220,19779,ANALYTC GEOMETRY & CALCULUS 1,1530,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,Th                ,BENDM,00G27,32
Mathematics,0220,27207,ANALYTC GEOMETRY & CALCULUS 1,1409,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,Tu                ,BENDM,00G24,25
Mathematics,0220,27208,ANALYTC GEOMETRY & CALCULUS 1,1445,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,Th                ,BENDM,00G36,24
Mathematics,0220,29008,ANALYTC GEOMETRY & CALCULUS 1,1520,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,Th                ,BENDM,00157,35
Mathematics,0220,29039,ANALYTC GEOMETRY & CALCULUS 1,1544,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,07:20 PM,08:10 PM,M                 ,BENDM,00G28,30
Mathematics,0220,29040,ANALYTC GEOMETRY & CALCULUS 1,1509,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:00 PM,02:50 PM,Th                ,BENDM,00G27,30
Mathematics,0220,31360,ANALYTC GEOMETRY & CALCULUS 1,1560,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,Th                ,BENDM,00G26,25
Mathematics,0230,10067,ANALYTC GEOMETRY & CALCULUS 2,1060,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W F             ,BENDM,00G30,74
Mathematics,0230,10083,ANALYTC GEOMETRY & CALCULUS 2,1210,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,Tu                ,BENDM,00G36,25
Mathematics,0230,10920,ANALYTC GEOMETRY & CALCULUS 2,1170,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,Tu                ,BENDM,00G26,26
Mathematics,0230,15998,ANALYTC GEOMETRY & CALCULUS 2,1145,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,Th                ,BENDM,00157,25
Mathematics,0230,16711,ANALYTC GEOMETRY & CALCULUS 2,1080,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,Tu                ,BENDM,00157,25
Mathematics,0230,18824,ANALYTC GEOMETRY & CALCULUS 2,1260,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:00 PM,02:50 PM,M W F             ,BENDM,00G30,61
Mathematics,0230,20472,ANALYTC GEOMETRY & CALCULUS 2,1385,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,M W F             ,BENDM,00G29,40
Mathematics,0230,20473,ANALYTC GEOMETRY & CALCULUS 2,1390,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,Tu                ,BENDM,00G36,19
Mathematics,0230,27214,ANALYTC GEOMETRY & CALCULUS 2,1396,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,Th                ,BENDM,00G24,11
Mathematics,0230,30961,ANALYTC GEOMETRY & CALCULUS 2,1391,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,Tu                ,BENDM,00G27,13
Mathematics,0240,10155,ANALYTC GEOMETRY & CALCULUS 3,1065,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W F             ,BENDM,00G29,71
Mathematics,0240,10916,ANALYTC GEOMETRY & CALCULUS 3,1075,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,Tu Th             ,BENDM,00G27,25
Mathematics,0240,17787,ANALYTC GEOMETRY & CALCULUS 3,1040,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:00 AM,09:50 AM,M W F             ,BENDM,00158,49
Mathematics,0240,25876,ANALYTC GEOMETRY & CALCULUS 3,1026,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,Tu Th             ,BENDM,01045,25
Mathematics,0240,27216,ANALYTC GEOMETRY & CALCULUS 3,1039,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,Tu Th             ,BENDM,00G24,25
Mathematics,0280,11741,INTRO TO MATRICES & LINEAR ALG,1060,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,M W F             ,BENDM,00G29,44
Mathematics,0280,17754,INTRO TO MATRICES & LINEAR ALG,1100,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:00 PM,02:50 PM,M W F             ,BENDM,00G29,75
Mathematics,0400,10918,FINITE MATHEMATICS,1010,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,06:00 PM,07:15 PM,M W               ,BENDM,00158,20
Mathematics,0420,11152,INTRO THEORY 1-VARIABLE CALCUL,1030,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:00 PM,02:50 PM,M W F             ,BENDM,00G24,24
Mathematics,0420,17979,INTRO THEORY 1-VARIABLE CALCUL,1070,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,04:00 PM,05:15 PM,Tu Th             ,BENDM,01045,26
Mathematics,0430,18532,INTRO ABSTRCT ALGBRAIC SYSTEMS,1080,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:00 PM,02:50 PM,M W F             ,BENDM,01045,30
Mathematics,0470,27230,ACTUARIAL MATHEMATICS 1,1096,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,05:30 PM,06:50 PM,M                 ,BENDM,00226,30
Mathematics,1121,12332,ACTUARIAL MATHEMATICS 2,1060,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,09:30 AM,10:45 AM,Tu Th             ,BENDM,00226,49
Mathematics,1121,17895,ACTUARIAL MATHEMATICS 2,1070,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,05:30 PM,06:45 PM,Th                ,BENDM,00226,49
Mathematics,1180,18530,LINEAR ALGEBRA 1,1020,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,M W F             ,BENDM,01045,30
Mathematics,1250,23442,ABSTRACT ALGEBRA,1030,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,M W F             ,BENDM,00G36,8
Mathematics,1290,10703,TOPICS IN GEOMETRY,1040,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,M W F             ,BENDM,01045,24
Mathematics,1310,30835,GRAPH THEORY,1010,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,M W F             ,BENDM,00G36,31
Mathematics,1540,17866,ADVANCED CALCULUS 2,1115,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,10:00 AM,10:50 AM,Tu                ,BENDM,00G36,19
Mathematics,2060,29413,COMBINATORICS 1,1020,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,M W F             ,BENDM,01045,8
Mathematics,2500,19249,ALGEBRA 1,1040,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,01:50 PM,M W F             ,BENDM,00G24,13
Mathematics,2801,29415,DIFFERENTIAL GEOMETRY 2,1020,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,03:00 PM,03:50 PM,M W F             ,BENDM,00G24,6
Mech Engr & Materials Sci,0031,15434,ELECTRICAL CIRCUITS,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,05:50 PM,M W F             ,BENDM,00157,109
Mech Engr & Materials Sci,0040,15435,MATERIALS AND MANUFACTURING,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,04:50 PM,M W F             ,BENDM,00157,122
Mech Engr & Materials Sci,0040,15436,MATERIALS AND MANUFACTURING,1040,Recitation,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,09:50 AM,Tu                ,BENDM,00157,122
Mech Engr & Materials Sci,0051,15437,INTRODUCTION TO THERMODYNAMICS,1060,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,09:50 AM,M W F             ,BENDM,00157,100
Mech Engr & Materials Sci,0051,23795,INTRODUCTION TO THERMODYNAMICS,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,09:50 AM,M W F             ,BENDM,00G27,17
Mech Engr & Materials Sci,1011,16797,STRUCTURE AND PROPERTIES LAB,1060,Practicum,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,03:50 PM,Tu Th             ,BENDM,00G24,20
Mech Engr & Materials Sci,1014,16798,DYNAMIC SYSTEMS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:30 PM,09:00 PM,Th                ,BENDM,00157,85
Mech Engr & Materials Sci,1028,16820,MECHANICAL DESIGN I,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,F                 ,BENDM,00157,125
Mech Engr & Materials Sci,1028,16820,MECHANICAL DESIGN I,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,M W               ,BENDM,00157,125
Mech Engr & Materials Sci,1033,18048,FRAC MECHC FOR PRODC DSGN/MFG,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,W                 ,BENDM,00226,23
Mech Engr & Materials Sci,1038,30954,FUNDAMENTALS OF ENGR PROJEFCTS,1010,Workshop,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,12:50 PM,M                 ,BENDM,00318,29
Mech Engr & Materials Sci,1041,16982,MECHANICAL MEASUREMENTS 1,1050,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,08:00 AM,10:50 AM,Tu                ,BENDM,0SB23,17
Mech Engr & Materials Sci,1041,16983,MECHANICAL MEASUREMENTS 1,1060,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,02:50 PM,Tu                ,BENDM,0SB23,17
Mech Engr & Materials Sci,1041,16984,MECHANICAL MEASUREMENTS 1,1070,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:50 PM,Tu                ,BENDM,0SB23,18
Mech Engr & Materials Sci,1041,16985,MECHANICAL MEASUREMENTS 1,1080,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,02:50 PM,Th                ,BENDM,0SB23,16
Mech Engr & Materials Sci,1041,16986,MECHANICAL MEASUREMENTS 1,1090,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:50 PM,Th                ,BENDM,0SB23,16
Mech Engr & Materials Sci,1041,18040,MECHANICAL MEASUREMENTS 1,1100,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,08:00 AM,10:50 AM,Th                ,BENDM,0SB23,17
Mech Engr & Materials Sci,1042,20007,MECHANICAL MEASUREMENTS 2,1080,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,09:50 AM,Tu Th             ,BENDM,00229,60
Mech Engr & Materials Sci,1042,20008,MECHANICAL MEASUREMENTS 2,1090,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,11:50 AM,Th                ,BENDM,0SB27,20
Mech Engr & Materials Sci,1042,20061,MECHANICAL MEASUREMENTS 2,1100,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,Th                ,BENDM,0SB27,19
Mech Engr & Materials Sci,1042,31247,MECHANICAL MEASUREMENTS 2,1110,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,Tu                ,BENDM,0SB27,21
Mech Engr & Materials Sci,1043,18041,SENIOR DESIGN PROJECT,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:25 PM,Tu Th             ,BENDM,00318,86
Mech Engr & Materials Sci,1051,16823,APPLIED THERMODYNAMICS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,M W F             ,BENDM,00318,83
Mech Engr & Materials Sci,1063,20009,PHASE TRANSFRMTN AND EVOLUTION,1040,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,03:00 PM,03:50 PM,M W F             ,BENDM,00G37,32
Mech Engr & Materials Sci,1065,18042,THERMAL SYSTEMS DESIGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:30 PM,03:45 PM,Th                ,BENDM,00G26,31
Mech Engr & Materials Sci,1065,18042,THERMAL SYSTEMS DESIGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:30 PM,03:45 PM,Tu                ,BENDM,00G26,31
Mech Engr & Materials Sci,1070,17156,MECHL BEHAVIOR OF MATERIALS,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,00G26,24
Mech Engr & Materials Sci,1071,24070,APPLIED FLUID MECHANICS,1120,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,10:50 AM,M W F             ,BENDM,00157,136
Mech Engr & Materials Sci,1101,17879,FERROUS PHYSICAL METALLURGY,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,10:50 AM,M W F             ,BENDM,00G24,9
Mech Engr & Materials Sci,1103,18046,PRIN APPLCS STEEL PROCNG DSGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,M W F             ,BENDM,00G27,5
Mech Engr & Materials Sci,1120,28625,APLD ENGR SIMULATION IN DESIGN,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,Tu                ,BENDM,00318,55
Mech Engr & Materials Sci,1121,28622,SIMULATION WORKSHOP,1080,Workshop,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,06:50 PM,M                 ,BENDM,00318,55
Mechanical Engineering,2001,30483,DIFFERENTIAL EQUATIONS,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,03:30 PM,M                 ,BENDM,00G27,17
Mechanical Engineering,2002,13308,LINEAR AND COMPLEX ANALYSIS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,M                 ,BENDM,00G27,20
Mechanical Engineering,2004,13459,ELASTICITY,1060,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,Th                ,BENDM,00G27,14
Mechanical Engineering,2010,18525,NANOMECHANICS,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:30 PM,03:55 PM,Th                ,BENDM,00G28,7
Mechanical Engineering,2011,28329,FUNDMS MICRO NANOMANUFACTURING,1280,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Th                ,BENDM,01045,6
Mechanical Engineering,2033,20621,FRAC MECHC FOR PRODC DSGN/MFG,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,W                 ,BENDM,00226,18
Mechanical Engineering,2050,28610,THERMODYNAMICS,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,02:25 PM,F                 ,BENDM,00G28,10
Mechanical Engineering,2053,23565,HEAT AND MASS TRANSFER,1250,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:30 PM,08:00 PM,Tu                ,BENDM,00G37,17
Mechanical Engineering,2055,23440,COMPUTR ANAL TRANSPRT PHENOMNA,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,00158,8
Mechanical Engineering,2060,26355,NUMERICAL METHODS,1015,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:30 PM,08:00 PM,Th                ,BENDM,00158,14
Mechanical Engineering,2067,19997,MUSCULOSKELETAL BIOMECHANICS,1060,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,00158,6
Mechanical Engineering,2074,13401,ADVANCED FLUID MECHANICS 1,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:25 PM,W                 ,BENDM,00G28,10
Mechanical Engineering,2097,13310,SPECIAL STUDY MECHANICAL ENGRG,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00647,0
Mechanical Engineering,2102,28729,NUCLEAR PLANT DYNAMICS & CTRL,1105,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00312,2
Mechanical Engineering,2104,26416,NUCLEAR OPERATIONS AND SAFETY,1180,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Th                ,BENDM,00G37,8
Mechanical Engineering,2247,30210,INTRO TO NONLINEAR CTRL DESGN,1300,Lecture,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,02:50 PM,Tu                ,BENDM,00G27,13
Mechanical Engineering,2999,13182,M. S. THESIS,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00647,0
Mechanical Engineering,3008,20501,FINITE ELASTICITY OF SOFT TISU,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,06:30 PM,Tu                ,BENDM,00G30,2
Petroleum Engineering,1204,18062,ENHANCED OIL RECOVERY PROCES,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,Tu                ,BENDM,00309,27
Petroleum Engineering,1205,19530,PETROLEUM PRODUCTION ENGNRNG,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:30 PM,07:05 PM,M                 ,BENDM,00309,15
Petroleum Engineering,1208,18238,PET DRILNG & WELL CMPLTN DSGN,1070,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,Th                ,BENDM,00309,9
Petroleum Engineering,1209,24071,HYDRL FRACTURING MECHCS APPLCS,1180,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,W                 ,BENDM,00309,12
Petroleum Engineering,2204,18063,ENHANCED OIL RECOVERY PROCES,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,Tu                ,BENDM,00309,16
Petroleum Engineering,2205,19531,PETROLEUM PRODUCTION ENGNRNG,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:30 PM,07:05 PM,M                 ,BENDM,00309,15
Petroleum Engineering,2208,17977,PET DRILNG & WELL CMPLTN DSGN,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,Th                ,BENDM,00309,18
Petroleum Engineering,2209,24072,HYDRL FRACTURING MECHCS APPLCS,1180,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:35 PM,W                 ,BENDM,00309,14
Political Science,1514,29288,POLITICAL STRATEGY INT'L RLTNS,1020,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,12:15 PM,Tu Th             ,BENDM,00158,33
Psychology,1057,29622,TOPCS BIOLOGCL & HEALTH PSYCH,1030,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:30 PM,03:45 PM,Tu Th             ,BENDM,00226,14
Psychology,1059,27367,TOPCS IN ADVNCD RSRCH METHDS,1050,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,02:15 PM,Tu Th             ,BENDM,00G30,21
Religious Studies,0105,19291,RELIGIONS OF THE WEST,1030,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,04:00 PM,05:15 PM,Tu Th             ,BENDM,00158,24
Religious Studies,1558,25689,BUDDHISM AND PSYCHOLOGY,1100,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,01:00 PM,02:15 PM,Tu Th             ,BENDM,00158,40
Slovak,0890,24407,"SLOVAK, CZECH & CNTR EURPN FLM",1160,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,02:30 PM,05:25 PM,Tu                ,BENDM,00227,22
Social Work,1000,23539,INTRODUCTION TO SOCIAL WORK,1050,Lecture,Spring Term 2016-2017,School of Social Work,01:00 PM,03:50 PM,Th                ,BENDM,00227,22
Sociology,1440,27313,EXPERIENCING GLOBALIZATION,1130,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,04:30 PM,05:45 PM,M W               ,BENDM,00158,33
